name,constituency,session
Naci Berkman,Samsun,11
Naci Yıldırım,Erzincan,11
Nafiz Körez,Manisa,11
Nafiz Tahralı,Konya,11
Nahit Ural,Çanakkale,11
Nail Geveci,Aydın,11
Namık Gedik,Aydın,11
Naşit Fırat,Çankırı,11
Nazifi Şerif Nabel,Amasya,11
Nazım Batur,Kastamonu,11
Nazım Öztürk,Elazığ,11
Nazım Tanıl,Yozgat,11
Nazlı Tlabar,İstanbul,11
Nazmi Ataç,İstanbul,11
Nazmi Yaraş,Sivas,11
Nebil Sadi Altuğ,Manisa,11
Necati Alp,Gümüşhane,11
Necati Çelim,Aydın,11
Necati Diken,Zonguldak,11
Necati İlter,Sivas,11
Necati Tanyolaç,Zonguldak,11
Necati Topçuoğlu,Afyonkarahisar,11
Necdet Azak,Bursa,11
Necdet Davran,İzmir,11
Necdet İncekara,İzmir,11
Necmeddin Önder,Nevşehir,11
Necmettin Coşar,Gümüşhane,11
Necmettin Doğuyıldızı,Samsun,11
Necmi Nuri Yücel,İstanbul,11
Nedim Ökmen,Gaziantep,11
Nevzat Arman,Adana,11
Nezih Tütüncüoğlu,Bolu,11
Nihat Bekdik,İstanbul,11
Nihat İyriboz,Aydın,11
Nihat Sargınalp,Gümüşhane,11
Niyazi Soydan,İçel (Mersin),11
Nizamettin Ali Sav,İstanbul,11
Nizamettin Kırşan,İstanbul,11
Numan Kurban,Yozgat,11
Numan Menemencioğlu,İstanbul,11
Nurettin Akyurt,Malatya,11
Nurettin Manyas,Edirne,11
Nuri Ciritlioğlu,Ankara,11
Nuri Özsan,Muğla,11
Nuri Togay,Çanakkale,11
Nuri Yamut,İstanbul,11
Nuriye Pınar,İzmir,11
Nurullah İhsan Tolon,Bursa,11
Nusret Durakbaşa,Maraş,11
Nusret Kirişcioğlu,Sakarya,11
Nusret Kuruoğlu,Sinop,11
Nusret Safa Coşkun,Erzincan,11
Nusrettin Barut,Bitlis,11
Nüvit Yetkin,Malatya,11
Nüzhet Akın,Sakarya,11
Nüzhet Çubukçu,Sivas,11
Nüzhet Ulusoy,Samsun,11
Nüzhet Unat,Kocaeli,11
Ömer Başeğmez,Kayseri,11
Ömer Cebeci,Kocaeli,11
Ömer Fevzi Reşa,Hatay,11
Ömer Güriş,Samsun,11
Ömer Lütfi Erzurumluoğlu,Yozgat,11
Ömer Özen,Sinop,11
Ömer Şeker,Konya,11
Ömer Yüksel,Urfa,11
Orhan Kökten,Afyonkarahisar,11
Orhan Ocakoğlu,Manisa,11
Orhan Uygun,Afyonkarahisar,11
Osman Ağan,Urfa,11
Osman Alişiroğlu,Ankara,11
Osman Bibioğlu,Konya,11
Osman Bölükbaşı,Kırşehir,11
Osman Canatan,Kırşehir,11
Osman Eroğlu,Burdur,11
Osman Kapani,İzmir,11
Osman Kavrakoğlu,Rize,11
Osman Kavuncu,Kayseri,11
Osman Nuri Lermioğlu,Trabzon,11
Osman Ongan,Denizli,11
Osman Talu,Afyonkarahisar,11
Osman Turan,Trabzon,11
Osman Yeltekin,Kars,11
Perihan Arıburun,İzmir,11
Pertev Sanaç,Trabzon,11
Piraye Levent,Aydın,11
Rahmi Çeltekli,Sivas,11
Rasih Gürkan,Edirne,11
Rasim İlker,Kars,11
Rauf Bayındır,Erzincan,11
Rauf Onursal,İzmir,11
Recep Dengin,Ankara,11
Recep Kırım,Bursa,11
Refet Tavaslıoğlu,Denizli,11
Refik Koraltan,İçel (Mersin),11
Remzi Birant,Konya,11
Reşat Akşemsettinoğlu,Bolu,11
Reşit Önder,Tokat,11
Reyhan Gökmenoğlu,Konya,11
Rifat Bahadır,Hatay,11
Rıfat Bingöl,Bitlis,11
Rifat Gürsoy,Niğde,11
Rıfat Kadızade,Sakarya,11
Rıfkı Salim Burçak,Erzurum,11
Rıza Tekeli,Adana,11
Rıza Topçuoğlu,Erzurum,11
Rüknettin Nasuhioğlu,Edirne,11
Rüştü Çetin,İçel (Mersin),11
Rüştü Güneri,İstanbul,11
Saadettin Yalım,Kocaeli,11
Sabahattin Kadirbeyoğlu,Gümüşhane,11
Sabahattin Parsoy,Edirne,11
Sabahattin Sayın,Konya,11
Sabri Dilek,Trabzon,11
Sabri Erduman,Erzurum,11
Sadettin Karacabey,Bursa,11
Sadi Pekin,Muğla,11
Sadık Altıncan,Giresun,11
Sadık Erdem,Antalya,11
Sadık Giz,İzmir,11
Şahap Kitapçı,Tokat,11
Saim Karaömerlioğlu,Adana,11
Sait Ağar,Adıyaman,11
Sait Bilgiç,Isparta,11
Sait Göker,Bingöl,11
Sait Kantarel,Erzurum,11
Salih Zeki Ramoğlu,Trabzon,11
Salim Çonoğlu,Samsun,11
Samet Ağaoğlu,Manisa,11
Sami Göknar,İçel (Mersin),11
Sami Soylu,Konya,11
Samih İnal,Gaziantep,11
Sebati Acun,İzmir,11
Sebati Ataman,Zonguldak,11
Sedat Baran,Çorum,11
Sedat Çetintaş,İstanbul,11
Sefer Eronat,Yozgat,11
Şefik Bakay,Kırklareli,11
Şefik Çağlayan,Muş,11
Şefik Refik Soyer,Niğde,11
Şefik San,Adıyaman,11
Selahaddin Karacagil,Bursa,11
Selahattin Akçiçek,İzmir,11
Selahattin İnan,Bitlis,11
Selahattin Karayavuz,Trabzon,11
Selahattin Ünlü,Gaziantep,11
Selami Dinçer,Sakarya,11
Selim Akiş,Manisa,11
Selim Erengil,İstanbul,11
Selim Ragıp Emeç,İzmir,11
Selim Soley,Ankara,11
Selim Telliağaoğlu,Mardin,11
Selim Yatağan,Ağrı,11
Şemi Ergin,Manisa,11
Şemsettin Ağaoğlu,Muş,11
Şemsettin Ataman,Kars,11
Şeref Saracoğlu,Ağrı,11
Servet Bilir,Bolu,11
Servet Hacıpaşaoğlu,Kayseri,11
Servet Sezgin,Çanakkale,11
Şevket Dursun,Mardin,11
Şevket Köksal,Ordu,11
Şevki Erker,Erzurum,11
Şevki Hasırcı,Bilecik,11
Sezai Akdağ,Manisa,11
Sezai Demiray,Diyarbakır,11
Şinasi Moran,Sivas,11
Sırrı Atalay,Kars,11
Sırrı Yırcalı,Balıkesir,11
Sıtkı Eken,Tokat,11
Sıtkı Koraltan,Konya,11
Sıtkı Pekkip,Kırklareli,11
Sıtkı Salim Burçak,Konya,11
Suat Başol,Zonguldak,11
Suat Bedük,Siirt,11
Sudi Mıhçıoğlu,Manisa,11
Şükrü Esen,Kastamonu,11
Şükrü Uluçay,Samsun,11
Süleyman Çağlar,Kastamonu,11
Süleyman Kuranel,Gaziantep,11
Süleyman Özsever,Sivas,11
Süleyman Sururi Nasuhoğlu,Kütahya,11
Suphi Baykam,Adana,11
Tacettin Barış,Sakarya,11
Tahir Öktem,Zonguldak,11
Tahsin Cahit Çubukçu,Diyarbakır,11
Tahsin İnanç,Giresun,11
Tahsin Yazıcı,İstanbul,11
Talat Alpay,Yozgat,11
Tarık Kozbek,Konya,11
Tevfik Doğuışıker,Van,11
Tevfik Ünsalan,Malatya,11
Turan Bahadır,Denizli,11
Turgut Göle,Kars,11
Turgut Topaloğlu,Muğla,11
Turgut Yeğenağa,Adana,11
Turhan Akarca,Muğla,11
Turhan Feyzioğlu,Sivas,11
Übeyde Elli,Ankara,11
Übeydullah Seven,Hakkâri,11
Vacit Asena,Balıkesir,11
Vamık Tayşi,İzmir,11
Vedat Mengi,Niğde,11
Veysi Oran,Siirt,11
Yakup Gürsel,Çorum,11
Yakup Karabulut,İçel (Mersin),11
Yalçın Kocabay,Sivas,11
Yaşar Alhas,Urfa,11
Yaşar Gümüşel,Artvin,11
Yekta Teksel,Bursa,11
Yümnü Üresin,Bilecik,11
Yusuf Hikmet Bayur,Manisa,11
Yusuf İzzet Akçal,Rize,11
Yusuf Salman,İstanbul,11
Zakar Tarver,İstanbul,11
Zeki Cemal Bakiçelebioğlu,Kastamonu,11
Zeki Dede,Muş,11
Zeki Erataman,Tekirdağ,11
Zeki Kumrulu,Ordu,11
Zeyyat Mandalinci,Muğla,11
Zihni Üner,Nevşehir,11
Zuhuri Danışman,Bolu,11
Abdülhak Kemal Yörük,Ankara,12
Abdulhalim Aras,Kayseri,12
Abdullah Cilli,Hatay,12
Abdulvahap Dizdaroğlu,Mardin,12
Abdurrahman Altuğ,Kırklareli,12
Abdurrahman Güler,Çorum,12
Abdurrahman Yazgan,İstanbul,12
Abdüssamet Kuzucu,Konya,12
Adil Altay,Sivas,12
Adnan Akarca,Muğla,12
Adnan Aral,Diyarbakır,12
Adnan Karaküçük,Maraş,12
Adnan Şinasi Şenyurt,Erzurum,12
Ahmet Aydın Bolak,Balıkesir,12
Ahmet Bilgin,Kırşehir,12
Ahmet Çakmak,Bolu,12
Ahmet Cemil Kara,Trabzon,12
Ahmet Cevdet Aydın,Siirt,12
Ahmet Fırat,Malatya,12
Ahmet Gürkan,Konya,12
Ahmet Hilmi Bozbay,Kütahya,12
Ahmet İhsan Kırımlı,Balıkesir,12
Ahmet Kangal,Sivas,12
Ahmet Karamüftüoğlu,Adana,12
Ahmet Muslihittin Gürer,Sakarya,12
Ahmet Nihat Akay,Çanakkale,12
Ahmet Oğuz,İstanbul,12
Ahmet Savrun,Adana,12
Ahmet Şener,Trabzon,12
Ahmet Sırrı Hocaoğlu,Hatay,12
Ahmet Tahtakılıç,Uşak,12
Ahmet Topaloğlu,Adana,12
Ahmet Turgut Çulha,Bolu,12
Ahmet Türkel,Bursa,12
Ahmet Üstün,Ankara,12
Ahmet Zeydan,Hakkâri,12
Alaettin Eriş,Kırklareli,12
Ali Avni Turanlı,Adıyaman,12
Ali Baran Numanoğlu,Nevşehir,12
Ali Bozdoğanoğlu,Adana,12
Ali Cavit Oral,Adana,12
Ali Dikmenli,Kastamonu,12
Ali Erbek,Kütahya,12
Ali Fuat Alişan,Samsun,12
Ali Hüdayioğlu,Maraş,12
Ali İhsan Balım,Isparta,12
Ali İhsan Göğüş,Gaziantep,12
Ali Köymen,Giresun,12
Ali Muhsin Bereketoğlu,Hatay,12
Ali Naili Erdem,İzmir,12
Ali Recai İskenderoğlu,Diyarbakır,12
Ali Rıza Akbıyıkoğlu,Uşak,12
Ali Rıza Ulusoy,Tokat,12
Ali Rıza Uzuner,Trabzon,12
Ali Şakir Ağanoğlu,Trabzon,12
Alp Doğan Şen,Diyarbakır,12
Arif Ertunga,İzmir,12
Arif Hikmet Güner,Rize,12
Arif Hikmet Onat,Ordu,12
Arif Hüdai Oral,Denizli,12
Asım Eren,Niğde,12
Asım Yılmaz,Afyonkarahisar,12
Ata Bodur,Ordu,12
Ata Topaloğlu,Ordu,12
Atalay Akan,Urfa,12
Avni Akşit,Malatya,12
Aziz Zeytinoğlu,Eskişehir,12
Baha Cemal Zağra,Bursa,12
Bahri Bahadır,Hatay,12
Bahri Cömert,Samsun,12
Bahri Yazır,Kayseri,12
Bahtiyar Vural,Kars,12
Bekir Sami Karahanlı,Urfa,12
Bekir Şeyhoğlu,Tokat,12
Bülent Ecevit,Ankara,12
Burhan Akdağ,Sakarya,12
Burhan Apaydın,Ankara,12
Burhan Arat,Çanakkale,12
Burhan Bozdoğan,İçel (Mersin),12
Cafer Sadık Kutlay,İçel (Mersin),12
Cahit Yılmaz,Konya,12
Cavit Şadi Pehlivanoğlu,Ordu,12
Celal Ahmet Sungur,Yozgat,12
Celal Kılıç,İçel (Mersin),12
Celal Öncel,Urfa,12
Celalettin Uzer,Eskişehir,12
Cemal Babaç,Kocaeli,12
Cemil Karahan,Sinop,12
Cevat Dursunoğlu,Erzurum,12
Cevat Kanpulat,Balıkesir,12
Cevat Odyakmaz,Sivas,12
Cevat Önder,Erzurum,12
Cevat Yalçın,Rize,12
Cevdet Oskay,Muğla,12
Cevdet Perin,Bursa,12
Cihat Turgut,Balıkesir,12
Coşkun Kırca,İstanbul,12
Edip Rüştü Akyürek,Bursa,12
Ekrem Alican,Sakarya,12
Ekrem Dikmen,Trabzon,12
Ekrem Paksoy,Bursa,12
Emin Atıf Şohoğlu,Denizli,12
Enver Kaplan,Maraş,12
Erol Yılmaz Akçal,Rize,12
Ertuğrul Akça,Erzurum,12
Ertuğrul Gazi Sakarya,Eskişehir,12
Esat Kemal Aybar,Mardin,12
Etem Ağva,Antalya,12
Fahir Giritlioğlu,Edirne,12
Fahrettin Kerim Gökay,İstanbul,12
Fakih Özfakih,Konya,12
Fakih Özlen,Konya,12
Faruk Küreli,Çorum,12
Faruk Sükan,Konya,12
Ferhat Nuri Yıldırım,Ankara,12
Ferruh Bozbeyli,İstanbul,12
Fethi Çelikbaş,Burdur,12
Fethi Doğançay,Kastamonu,12
Fethi Mahramlı,Tekirdağ,12
Fethi Ülkü,Tunceli,12
Fevzi Ceylan,Samsun,12
Fevzi Geveci,Samsun,12
Fevzi Lütfi Karaosmanoğlu,Manisa,12
Fikret Filiz,Kırklareli,12
Fuat Ak,Zonguldak,12
Fuat Arna,İstanbul,12
Fuat Börekçi,Ankara,12
Fuat Sirmen,Rize,12
Fuat Ümit,Bolu,12
Gıyasettin Karaca,Erzurum,12
Gökhan Evliyaoğlu,Balıkesir,12
Güner Sarısözen,Sivas,12
Hacı Ali Cüceoğlu,Giresun,12
Hacı Ali Dizman,Tokat,12
Haldun Kısayol,Kocaeli,12
Halil Özmen,Kırşehir,12
Halis Bayramoğlu,Gümüşhane,12
Halit Fikret Aka,Nevşehir,12
Halit Rıza Ünal,Bingöl,12
Halit Ziya Özkan,Malatya,12
Haluk Nur Baki,Afyonkarahisar,12
Hami Tezkan,Sakarya,12
Hamit Kiper,Samsun,12
Hasan Aksay,Adana,12
Hasan Dinçer,Afyonkarahisar,12
Hasan Erdoğan,Kars,12
Hasan Fehmi Boztepe,Antalya,12
Hasan Fehmi Evliya,Maraş,12
Hasan Ferda Güley,Ordu,12
Hasan Tahsin Uzun,Kırklareli,12
Haşim Tarı,Sinop,12
Haydar Özalp,Niğde,12
Hayrettin Özgen,Siirt,12
Hayri Mumcuoğlu,Tekirdağ,12
Hikmet Akalan,Bursa,12
Hilmi Aydınçer,Aydın,12
Hilmi Baydur,Muğla,12
Hilmi Güldoğan,Diyarbakır,12
Hilmi Oben,İstanbul,12
Hilmi Okçu,Manisa,12
Hurrem Kubat,Manisa,12
Hürrem Müftügil,Elazığ,12
Hüsamettin Atabeyli,Erzincan,12
Hüsamettin Gümüşpala,Kayseri,12
Hüsamettin Tiyanşan,İstanbul,12
Hüseyin Ataman,Ankara,12
Hüseyin Kenan Esengin,Zonguldak,12
Hüseyin Özalp,Samsun,12
Hüseyin Sabri Keskin,Kastamonu,12
İbrahim Abak,İstanbul,12
İbrahim Bulanalp,Uşak,12
İbrahim Cemalcılar,Eskişehir,12
İbrahim Etem Kılıçoğlu,Giresun,12
İbrahim Göker,Sivas,12
İbrahim İmirzalıoğlu,Ankara,12
İbrahim Kocatürk,Denizli,12
İbrahim Öktem,Bursa,12
İbrahim Sıtkı Hatipoğlu,Ankara,12
İbrahim Tekin,Adana,12
İhsan Ataöv,Antalya,12
İhsan Bedirhanoğlu,Van,12
İhsan Gürsan,İzmir,12
İhsan Kabadayı,Konya,12
İhsan Köknel,Ankara,12
İhsan Nazmi Tombuş,Çorum,12
İhsan Önal,İçel (Mersin),12
İhsan Şeref Dura,Kastamonu,12
İlhami Sancar,İstanbul,12
İlhan Tekinalp,Muğla,12
İlyas Kılıç,Samsun,12
İlyas Seçkin,Ankara,12
İmam Hüseyin İncioğlu,Gaziantep,12
İnayet Mursaloğlu,Hatay,12
İrfan Baran,Konya,12
İsmail Gence,Ankara,12
İsmail Hakkı Akdoğan,Yozgat,12
İsmail Hakkı Ertan,Denizli,12
İsmail Hakkı Tekinel,İstanbul,12
İsmail Hakkı Yılanlıoğlu,Kastamonu,12
İsmail Nihat Erim,Kocaeli,12
İsmail Rüştü Aksal,Ankara,12
İsmail Sarıgöz,Amasya,12
İsmail Yılmaz,Bursa,12
İsmet İnönü,Malatya,12
İsmet Kapısız,Yozgat,12
İsmet Sezgin,Aydın,12
Kadircan Kaflı,Konya,12
Kadri Eroğan,Urfa,12
Kadri Özek,İzmir,12
Kamil İnal,Bolu,12
Kamran Evliyaoğlu,Samsun,12
Kamuran Ural,Trabzon,12
Kasım Gülek,Adana,12
Kaya Bulut,Balıkesir,12
Kazım Arar,Çankırı,12
Kemal Ataman,Konya,12
Kemal Badıllı,Urfa,12
Kemal Bağcıoğlu,Maraş,12
Kemal Demir,Bolu,12
Kemal Güven,Kars,12
Kemal Kaya,Kars,12
Kemal Okyay,Kars,12
Kemal Sarıibrahimoğlu,Adana,12
Kemal Satır,Elazığ,12
Kemali Bayazıt,Maraş,12
Kerem Özcan,Ağrı,12
Kuddusi Aytaç,Muş,12
Kudret Mavitan,Gaziantep,12
Latif Aküzüm,Kars,12
Lebit Yurdoğlu,İzmir,12
Lokman Başaran,Isparta,12
Mahmut Alicanoğlu,Sinop,12
Mahmut Deniz,Adıyaman,12
Mahmut Rıza Bertan,İstanbul,12
Mahmut Vural,Sivas,12
Malik Yolaç,İstanbul,12
Mazhar Arıkan,İçel (Mersin),12
Mehmet Adil Yaşa,Siirt,12
Mehmet Ali Arıkan,Mardin,12
Mehmet Ali Arslan,İçel (Mersin),12
Mehmet Ali Aytaş,İzmir,12
Mehmet Ali Pestilci,Zonguldak,12
Mehmet Altınsoy,Niğde,12
Mehmet Arif Atalay,Adıyaman,12
Mehmet Avni Doğan,Kastamonu,12
Mehmet Başaran,Samsun,12
Mehmet Çobanoğlu,Denizli,12
Mehmet Delikaya,Malatya,12
Mehmet Emin Paksüt,Ankara,12
Mehmet Fenni İslimyeli,Balıkesir,12
Mehmet Geçioğlu,Adana,12
Mehmet Göker,Kayseri,12
Mehmet Hilmi İncesulu,Çorum,12
Mehmet İlhami Ertem,Edirne,12
Mehmet Kazova,Tokat,12
Mehmet Kesen,Kütahya,12
Mehmet Muhittin Güven,İstanbul,12
Mehmet Orhan Tuğrul,Bilecik,12
Mehmet Özbay,Adıyaman,12
Mehmet Özbey,Burdur,12
Mehmet Reşat Özarda,Aydın,12
Mehmet Rüştü Özal,Konya,12
Mehmet Sabri Kılıç,Urfa,12
Mehmet Sıddık Aydar,Bingöl,12
Mehmet Tiritoğlu,Balıkesir,12
Mehmet Turan Bilgin,Erzurum,12
Mehmet Turan Şahin,Muğla,12
Mehmet Turgut,Afyonkarahisar,12
Mehmet Yavaş,Aydın,12
Mehmet Yüceler,Kayseri,12
Mehti Mıhçıoğlu,Ankara,12
Mekki Keskin,Konya,12
Melahat Gedik,Aydın,12
Melih Kemal Küçüktepepınar,Adana,12
Memduh Erdemir,Kırşehir,12
Mithat San,Gaziantep,12
Mithat Şükrü Çavdaroğlu,Balıkesir,12
Muammer Erten,Manisa,12
Muhlis Ete,Ankara,12
Mulla Ömer Kart,Konya,12
Muslih Görentaş,Van,12
Mustafa Cihat Baban,İstanbul,12
Mustafa Gülcügil,Isparta,12
Mustafa Kaptan,Sinop,12
Mustafa Kemal Çilesiz,Giresun,12
Mustafa Kemal Erkovan,Ankara,12
Mustafa Kemal Karan,Amasya,12
Mustafa Kepir,Yozgat,12
Mustafa Şükrü Koç,Aydın,12
Mustafa Tayyar,Bursa,12
Mustafa Uyar,İzmir,12
Müştak Okumuş,Bitlis,12
Muzaffer Canbolat,Gaziantep,12
Muzaffer Döşemeci,İzmir,12
Muzaffer Dündar,Çorum,12
Naci Güray,Elazığ,12
Naci Öktem,İstanbul,12
Naci Yıldırım,Erzincan,12
Nadir Yavuzkan,Burdur,12
Nafiz Giray,Bitlis,12
Nahit Yenişehirlioğlu,Manisa,12
Naim Tirali,Giresun,12
Nazmi Kerimoğlu,Antalya,12
Nazmi Ökten,Trabzon,12
Nazmi Özoğul,Edirne,12
Necip Mirkelamoğlu,İzmir,12
Necmettin Akan,Kars,12
Necmettin Küçüker,Gümüşhane,12
Necmi Ökten,Çorum,12
Nedim Müren,Aydın,12
Neriman Ağaoğlu,Manisa,12
Nevzat Cihat Bilgehan,Balıkesir,12
Nevzat Güngör,Ağrı,12
Nevzat Şener,Amasya,12
Nihat Ata,Artvin,12
Nihat Berkkan,Ankara,12
Nihat Diler,Erzurum,12
Nihat Kürşat,İzmir,12
Nihat Su,Antalya,12
Nizamettin Erkmen,Giresun,12
Nuh Mehmet Sağlam,Kayseri,12
Nurettin Akyurt,Malatya,12
Nurettin Ardıçoğlu,Elazığ,12
Nurettin Bulak,İstanbul,12
Nurettin Ceritoğlu,Samsun,12
Nurettin Ok,Çankırı,12
Nurettin Özdemir,Gümüşhane,12
Nuri Ahıskalıoğlu,Çorum,12
Nuri Bayar,Sakarya,12
Nuri Beşer,Zonguldak,12
Nusret Köklü,Manisa,12
Oğuz Oran,İstanbul,12
Oğuzdemir Tüzün,Niğde,12
Ömer Eken,Antalya,12
Ömer Faruk Sanaç,Elazığ,12
Ömer Zekai Dorman,İstanbul,12
Orhan Adli Apaydın,Aydın,12
Orhan Eyüboğlu,İstanbul,12
Orhan Naim Hazinedar,Ordu,12
Orhan Öztrak,Tekirdağ,12
Osman Ağan,Urfa,12
Osman Bölükbaşı,Ankara,12
Osman Orhan Bilen,Gaziantep,12
Osman Refet Aksoy,Ordu,12
Osman Sabri Adal,İzmir,12
Osman Şahinoğlu,Samsun,12
Osman Şefik İnan,Çanakkale,12
Osman Zeki Oktay,Kastamonu,12
Rafet Eker,Antalya,12
Ragıp Gümüşpala,İzmir,12
Rahmi Çeltekli,Sivas,12
Rahmi Günay,Sivas,12
Rahmi İnceler,Çankırı,12
Raif Aybar,Ankara,12
Ramazan Demirsoy,Nevşehir,12
Ramiz Karakaşoğlu,Zonguldak,12
Ratip Tahir Burak,İstanbul,12
Rauf Kıray,Kütahya,12
Refet Sezgin,Çanakkale,12
Remzi Şenel,Denizli,12
Reşat Arpacıoğlu,Amasya,12
Reşat Turhan,Sivas,12
Reşit Akif Ülker,İstanbul,12
